Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Transition Sentinel,transition-sentinel,"<p><em>Trail Bike (Carbon or Alloy) · 29&quot; or Mixed</em></p>
<p>Transition's best-selling trail bike, and arguably the sweet-spot 29er on the market. 150mm rear travel, 160mm fork, designed to climb all day in service of the descent. The V3 (2025+) brings mixed-wheel compatibility (flip-chip), Transition's internal &quot;BOOM Box&quot; storage (on carbon frames), size-adjusted chainstays, updated cable routing, and UDH. Available as alloy or carbon; carbon gets internal storage. Horst-link suspension means excellent traction and mid-stroke support. Offered in Eagle 70 and Eagle 90 (T-Type Transmission) builds.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Carbon Fiber or 6061 Aluminum, 150mm rear travel, 29&quot; or Mixed (27.5&quot; rear) via flip chip, Horst-Link suspension, BSA Threaded BB, SRAM UDH (carbon), BOOM Box internal storage (carbon only)</li>
  <li><strong>Fork:</strong> RockShox Lyrik or Fox 36, 160mm travel (180mm max compatible)</li>
  <li><strong>Rear Shock:</strong> RockShox Super Deluxe or Fox Float X, 205x60mm trunnion (upgradable to 65mm stroke for 160mm travel)</li>
  <li><strong>Drivetrain:</strong> SRAM Eagle 90 T-Type Transmission (or Eagle 70), 12-speed</li>
  <li><strong>Brakes:</strong> SRAM Motive/DB8 or equivalent, 4-piston</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Carbon Fiber or 6061 Aluminum, 150mm rear travel, 29&quot; or Mixed (27.5&quot; rear) via flip chip, Horst-Link suspension, BSA Threaded BB, SRAM UDH (carbon), BOOM Box internal storage (carbon only)</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>RockShox Lyrik or Fox 36, 160mm travel (180mm max compatible)</td>
    </tr>
    <tr>
      <td><strong>Rear Shock</strong></td>
      <td>RockShox Super Deluxe or Fox Float X, 205x60mm trunnion (upgradable to 65mm stroke for 160mm travel)</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>SRAM Eagle 90 T-Type Transmission (or Eagle 70), 12-speed</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>SRAM Motive/DB8 or equivalent, 4-piston</td>
    </tr>
    <tr>
      <td><strong>Geometry</strong></td>
      <td>64° head angle, flip-chip adjustable (also mullet flip)</td>
    </tr>
    <tr>
      <td><strong>Sizes</strong></td>
      <td>XS, S, M, L, XL, XXL (XS uses dual 27.5&quot; wheels)</td>
    </tr>
    <tr>
      <td><strong>Frame weight (carbon)</strong></td>
      <td>~7.4 lb / 3.36 kg</td>
    </tr>
  </tbody>
</table>",Transition,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Mountain Bike,"Bike, Transition, Mountain Bike",TRUE,Active,01.25.10.4318,,Size,Medium,,Color,Custom Carbon Glacier White,,,,,8900.00,,6619.58,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,https://www.transitionbikes.com/images/Sentinel_MainPage_HannahBlur.jpg,1,Transition Sentinel - ChainLine Cycle,,FALSE,Transition Sentinel | Transition Bicycle,"Trail Bike (Carbon or Alloy) · 29&quot; or Mixed Transition's best-selling trail bike, and arguably the sweet-spot 29er on the market. 150mm rear travel, 160mm fork, designed to climb all day in service of the descent. The V3 (2025+) brings mixed-wheel compatibility (flip-chip), Transition's interna",white,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),01.25.10.4318,,,New,FALSE,,,,,
Marin Rift Zone Jr,marin-rift-zone-jr,"<p><em>Kids' Full-Suspension Trail Bike · 24&quot; (upgradeable to 26&quot;)</em></p>
<p>Marin's most dialed kids' bike yet — a genuine mini-trail bike, not a toy. Same 130mm rear travel and Series 3 aluminum frame as the &quot;grown-up&quot; Rift Zone, with MultiTrac suspension, Boost 148x12mm thru-axle, UDH compatibility, ISCG05 tabs, and modern adult trail geometry (65.5° head angle, 76° seat angle, 425mm chainstays). Built with X-Fusion Velvet RLC air fork (fully tunable for light riders), X-Fusion O2 Pro R shock, Tektro 1x11 drivetrain, hydraulic disc brakes, and a 100mm dropper. Best part: swap to 26&quot; wheels and longer cranks when your kid grows — the bike grows with them for multiple buying cycles.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 3 6061 Aluminum, 24&quot; Wheels (fits up to 26&quot;), 130mm Rear Travel, MultiTrac Suspension Platform, 148x12mm Boost Thru-Axle, 73mm Threaded BB w/ ISCG05 Tabs, Internal Routing (incl. dropper), UDH compatible</li>
  <li><strong>Fork:</strong> X-Fusion Velvet RLC 26&quot;, 130mm Travel, Compression &amp; Rebound Adjustment, 100x15mm Thru-Axle</li>
  <li><strong>Shock:</strong> X-Fusion O2 Pro R, 190x45mm, Custom Tune</li>
  <li><strong>Drivetrain:</strong> 1x11 Shimano/Tektro wide-range</li>
  <li><strong>Brakes:</strong> Hydraulic Disc</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 3 6061 Aluminum, 24&quot; Wheels (fits up to 26&quot;), 130mm Rear Travel, MultiTrac Suspension Platform, 148x12mm Boost Thru-Axle, 73mm Threaded BB w/ ISCG05 Tabs, Internal Routing (incl. dropper), UDH compatible</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>X-Fusion Velvet RLC 26&quot;, 130mm Travel, Compression &amp; Rebound Adjustment, 100x15mm Thru-Axle</td>
    </tr>
    <tr>
      <td><strong>Shock</strong></td>
      <td>X-Fusion O2 Pro R, 190x45mm, Custom Tune</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>1x11 Shimano/Tektro wide-range</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Hydraulic Disc</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin Double Wall Alloy, 27mm Inner, Pinned Joint, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Hubs</strong></td>
      <td>Forged Alloy, 141mm, Quad Sealed Bearings, Centerlock, 32H</td>
    </tr>
    <tr>
      <td><strong>Dropper Post</strong></td>
      <td>100mm, internally routed</td>
    </tr>
    <tr>
      <td><strong>Geometry</strong></td>
      <td>65.5° HTA, 76° STA, 425mm chainstays, 380mm reach</td>
    </tr>
    <tr>
      <td><strong>Grows with rider</strong></td>
      <td>Swap to 26&quot; wheels + longer cranks as kid gets taller</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Kids Bike,"Bike, Marin, Kids Bike, Kids",TRUE,Active,740630001,84334613489,Size,"26""",,Color,Green/Yellow,,,,,2200.00,,1573.54,TRUE,,,,,,shopify,1,DENY,11000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_RIFT_ZONE_JR_24_GREEN_SIDE_grande.png?v=1753783522,1,Marin Rift Zone Jr - ChainLine Cycle,,FALSE,Marin Rift Zone Jr | Marin Bicycle,"Kids' Full-Suspension Trail Bike · 24&quot; (upgradeable to 26&quot;) Marin's most dialed kids' bike yet — a genuine mini-trail bike, not a toy. Same 130mm rear travel and Series 3 aluminum frame as the &quot;grown-up&quot; Rift Zone, with MultiTrac suspension, Boost 148x12mm thru-axle, UDH compatib",green; yellow,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Kids,740630001,,,New,FALSE,,,,,
Marin Presidio 3,marin-presidio-3,"<p><em>Premium Urban Commuter (Belt Drive + IGH) · 700C</em></p>
<p>The commuter bike of your dreams — because why shouldn't your daily driver also be a sports car? Series 2 aluminum frame with Marin's integrated slider dropouts, straight-blade fork, and the real party trick: a Gates Carbon Drive belt-driven drivetrain coupled to a Shimano Nexus 8-speed internally-geared rear hub. Zero chain grease, near-zero maintenance, quiet as a whisper. Flat-mount hydraulic discs, flat-protected puncture-resistant commuter tires, integrated kickstand and rack/fender mounts round out a bike built to thrive in year-round city use.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 2 Commute/Transit, 6061 Aluminum, 700C Wheels, Sliding Dropouts, Internal Cable Routing, Belt Drive Compatible, Flat-Mount Disc, Fender/Rack/Integrated Kickstand Mounts</li>
  <li><strong>Fork:</strong> Marin Aluminum Straight Blade, Disc Specific</li>
  <li><strong>Drivetrain:</strong> Gates CDN Carbon Belt Drive (no chain to grease)</li>
  <li><strong>Brakes:</strong> Shimano / Tektro Hydraulic Disc, flat-mount</li>
  <li><strong>Rims:</strong> Marin Aluminum Double Wall, 25mm Tall, Disc Specific</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 2 Commute/Transit, 6061 Aluminum, 700C Wheels, Sliding Dropouts, Internal Cable Routing, Belt Drive Compatible, Flat-Mount Disc, Fender/Rack/Integrated Kickstand Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Marin Aluminum Straight Blade, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Rear Hub</strong></td>
      <td>Shimano Nexus 8D 8-Speed Internally Geared, Centerlock Disc, 32H</td>
    </tr>
    <tr>
      <td><strong>Drivetrain</strong></td>
      <td>Gates CDN Carbon Belt Drive (no chain to grease)</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Shimano / Tektro Hydraulic Disc, flat-mount</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin Aluminum Double Wall, 25mm Tall, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire 700C commuter, flat protection, reflective sidewalls</td>
    </tr>
    <tr>
      <td><strong>Seatpost / Saddle</strong></td>
      <td>Marin Alloy / Marin Adventure</td>
    </tr>
    <tr>
      <td><strong>Integrated</strong></td>
      <td>Kickstand mount, fender and rack ready</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Gravel Bike,"Bike, Marin, Gravel Bike",TRUE,Active,,,Size,Medium,,Color,Dark Blue,,,,,1470.00,,1062.54,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2024_MARIN_PRESIDIO_3_BLUE_SIDE_grande.png?v=1753868606,1,Marin Presidio 3 - ChainLine Cycle,,FALSE,Marin Presidio 3 | Marin Bicycle,"Premium Urban Commuter (Belt Drive + IGH) · 700C The commuter bike of your dreams — because why shouldn't your daily driver also be a sports car? Series 2 aluminum frame with Marin's integrated slider dropouts, straight-blade fork, and the real party trick: a Gates Carbon Drive belt-driven drivetrai",blue,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),,,,New,FALSE,,,,,
"Marin Stinson 2 LS 27.5""",marin-stinson-2-ls-27-5,"<p><em>Comfort Cruiser Step-Thru · 27.5&quot;</em></p>
<p>Upgraded step-thru Stinson with better componentry than the 1-series. Gets a cleaner Shimano 1x9 drivetrain, wider-volume 2.35&quot; Vee Speedster tires, and a super-low-step frame. Ideal for comfort-first riders who want a bit more capability off the pavement and a crisper drivetrain.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 Comfort, 6061 Aluminum, 27.5&quot; Wheels, Low-Step Design, Disc Specific, Comfort Control Geometry, Fender &amp; Rack Mounts</li>
  <li><strong>Fork:</strong> CrMo Steel Straight Blade, Disc Specific</li>
  <li><strong>Rear Derailleur:</strong> Shimano Altus 9-Speed</li>
  <li><strong>Brakes:</strong> Tektro Mechanical Disc, 160mm rotors</li>
  <li><strong>Tires:</strong> Vee Tire Co. Speedster 27.5&quot; x 2.35&quot;, Puncture Protection</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 Comfort, 6061 Aluminum, 27.5&quot; Wheels, Low-Step Design, Disc Specific, Comfort Control Geometry, Fender &amp; Rack Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>CrMo Steel Straight Blade, Disc Specific</td>
    </tr>
    <tr>
      <td><strong>Rear Derailleur</strong></td>
      <td>Shimano Altus 9-Speed</td>
    </tr>
    <tr>
      <td><strong>Shifter</strong></td>
      <td>Shimano Altus RapidFire 9-speed</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Forged Alloy, 38T with ring guard</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>SunRace 9-speed, 11-36T</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Tektro Mechanical Disc, 160mm rotors</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire Co. Speedster 27.5&quot; x 2.35&quot;, Puncture Protection</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Comfort/Cruiser Bike,"Bike, Marin, Comfort/Cruiser Bike, 27.5"" wheels",TRUE,Active,740418002,843346133564,Size,Medium,,Color,Red,,,,,900.00,,628.50,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_STINSON_LS_2_SILVER_SIDE_grande.png?v=1753799688,1,Marin Stinson 2 LS - ChainLine Cycle,,FALSE,"Marin Stinson 2 LS 27.5"" | Marin Bicycle","Comfort Cruiser Step-Thru · 27.5&quot; Upgraded step-thru Stinson with better componentry than the 1-series. Gets a cleaner Shimano 1x9 drivetrain, wider-volume 2.35&quot; Vee Speedster tires, and a super-low-step frame. Ideal for comfort-first riders who want a bit more capability off the pavement ",red; silver,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),740418002,,,New,FALSE,,,,,
,marin-stinson-2-ls-27-5,,,,,,,,740417002,843346133533,,Medium,,,Silver,,,,,900.00,,727.05,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,740417002,,,,,,,,,
"Marin Bolinas Ridge 2 29""",marin-bolinas-ridge-2-29,"<p><em>Upgraded Recreational Hardtail · 27.5&quot;/29&quot;</em></p>
<p>A big step up from the BR1 — gets you hydraulic disc brakes, a better suspension fork with damping adjustment, and a cleaner 1x8 or 3x8 drivetrain. Still the same lightweight Series 1 aluminum frame, but with a package better suited to actual singletrack. The stable Sport Geometry and 100mm fork make it genuinely confidence-inspiring on dirt paths and beginner singletrack. Size-appropriate 27.5&quot; or 29&quot; wheels.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 6061 Aluminum, 27.5&quot;/29&quot; Wheels, Low Standover, 68mm BB, 135mm Forged Dropouts, Chainstay-Mounted Disc</li>
  <li><strong>Fork:</strong> SR Suntour XCM DS, 100mm Travel, Preload Adjustment, 46mm Offset</li>
  <li><strong>Rear Derailleur:</strong> Shimano Altus, 8-Speed (or 1x8 Essa on latest)</li>
  <li><strong>Brakes:</strong> Tektro M275/M280 Hydraulic Disc, 160mm rotors</li>
  <li><strong>Rims:</strong> Marin, Double Wall Alloy</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 6061 Aluminum, 27.5&quot;/29&quot; Wheels, Low Standover, 68mm BB, 135mm Forged Dropouts, Chainstay-Mounted Disc</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>SR Suntour XCM DS, 100mm Travel, Preload Adjustment, 46mm Offset</td>
    </tr>
    <tr>
      <td><strong>Rear Derailleur</strong></td>
      <td>Shimano Altus, 8-Speed (or 1x8 Essa on latest)</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Alloy with 42/34/24T steel chainrings (or 1x)</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>SunRace 8-Speed, 11-34T</td>
    </tr>
    <tr>
      <td><strong>Chain</strong></td>
      <td>KMC Z8</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Tektro M275/M280 Hydraulic Disc, 160mm rotors</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>MTB 27.5&quot;/29&quot; x 2.25&quot;</td>
    </tr>
    <tr>
      <td><strong>Rims</strong></td>
      <td>Marin, Double Wall Alloy</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Mountain Bike,"Bike, Marin, Mountain Bike, 29"" wheels",TRUE,Active,740620002,843346133779,Size,Large,,Color,Black/Silver,,,,,800.00,,520.08,TRUE,,,,,,shopify,1,DENY,13500,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_BOLINAS_RIDGE_2_27_BLACK_grande.png?v=1755781803,1,Marin Bolinas Ridge 2 - ChainLine Cycle,,FALSE,"Marin Bolinas Ridge 2 29"" | Marin Bicycle","Upgraded Recreational Hardtail · 27.5&quot;/29&quot; A big step up from the BR1 — gets you hydraulic disc brakes, a better suspension fork with damping adjustment, and a cleaner 1x8 or 3x8 drivetrain. Still the same lightweight Series 1 aluminum frame, but with a package better suited to actual sing",black; silver; beige; blue,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),740620002,,,New,FALSE,,,,,
,marin-bolinas-ridge-2-29,,,,,,,,740621002,843346133809,,Large,,,Tan/Turquoise,,,,,800.00,,520.08,TRUE,,,,,,shopify,1,DENY,13500,g,TRUE,manual,,,,,,,,,,,,740621002,,,,,,,,,
Marin Nicasio 2,marin-nicasio-2,"<p><em>Premium Steel Gravel / All-Road · 700C · Red</em></p>
<p>Top-of-the-line Nicasio and arguably the best version of Marin's beloved steel adventure platform. Steps up to the Steezy R double-butted CrMo frame with a full carbon fiber fork and, crucially, 12mm thru-axle dropouts with UDH compatibility (future-proof for SRAM Transmission). A Shimano GRX RX400 2x10-speed drivetrain, GRX hydraulic brakes, and fast/grippy 700x45 Vee Quickstyx tires make this one of the best do-it-all steel gravel bikes in its price range. Lively CrMo feel meets modern gravel tech. Available in this inventory in three sizes: 52cm, 56cm, and 58cm.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Steezy R Double-Butted CrMo, Beyond Road Geometry, 12x142mm Thru-Axle Dropouts with UDH Compatibility, Flat-Mount Disc, Fender &amp; Rack Mounts</li>
  <li><strong>Fork:</strong> Full Carbon w/ Tapered Steerer, 12mm Thru-Axle, Flat-Mount Disc, Fender Eyelets</li>
  <li><strong>Rear Derailleur:</strong> Shimano GRX RD-RX400, 10-Speed</li>
  <li><strong>Brakes:</strong> Shimano GRX RX400 Hydraulic Disc</li>
  <li><strong>Tires:</strong> Vee Tire Co. Quickstyx 700 x 45C, folding, tubeless compatible</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Steezy R Double-Butted CrMo, Beyond Road Geometry, 12x142mm Thru-Axle Dropouts with UDH Compatibility, Flat-Mount Disc, Fender &amp; Rack Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Full Carbon w/ Tapered Steerer, 12mm Thru-Axle, Flat-Mount Disc, Fender Eyelets</td>
    </tr>
    <tr>
      <td><strong>Rear Derailleur</strong></td>
      <td>Shimano GRX RD-RX400, 10-Speed</td>
    </tr>
    <tr>
      <td><strong>Front Derailleur</strong></td>
      <td>Shimano GRX FD-RX400</td>
    </tr>
    <tr>
      <td><strong>Shift/Brake Levers</strong></td>
      <td>Shimano GRX ST-RX400, Hydraulic</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Shimano GRX RX600, 46/30T</td>
    </tr>
    <tr>
      <td><strong>Cassette</strong></td>
      <td>Shimano HG-5010, 11-36T, 10-Speed</td>
    </tr>
    <tr>
      <td><strong>Chain</strong></td>
      <td>KMC X10</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Shimano GRX RX400 Hydraulic Disc</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire Co. Quickstyx 700 x 45C, folding, tubeless compatible</td>
    </tr>
    <tr>
      <td><strong>Handlebar</strong></td>
      <td>Flared Compact Drop</td>
    </tr>
    <tr>
      <td><strong>Sizes / Color</strong></td>
      <td>52cm, 56cm, 58cm / Red</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Gravel Bike,"Bike, Marin, Gravel Bike",TRUE,Active,739092002,843346130785,Size,52cm,,Color,Red,,,,,2300.00,,1542.08,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_BIKES_NICASIO_2_RED_SIDE_grande.png?v=1753866430,1,Marin Nicasio 2 Red - Red - ChainLine Cycle,,FALSE,Marin Nicasio 2 | Marin Bicycle,"Premium Steel Gravel / All-Road · 700C · Red Top-of-the-line Nicasio and arguably the best version of Marin's beloved steel adventure platform. Steps up to the Steezy R double-butted CrMo frame with a full carbon fiber fork and, crucially, 12mm thru-axle dropouts with UDH compatibility (future-proof",red,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),739092002,,,New,FALSE,,,,,
,marin-nicasio-2,,,,,,,,739092004,843346130808,,56cm,,,Red,,,,,2300.00,,1542.08,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,,,,,,,,,,,,739092004,,,,,,,,,
,marin-nicasio-2,,,,,,,,739092005,843346130815,,58cm,,,Red,,,,,2300.00,,1542.08,TRUE,,,,,,shopify,1,DENY,10500,g,TRUE,manual,,,,,,,,,,,,739092005,,,,,,,,,
Marin Kentfield ST 2,marin-kentfield-st-2,"<p><em>Mid-Tier Casual Commuter Step-Thru · 700C</em></p>
<p>The step-up Kentfield — same retro-modern style, with upgraded kit. Gets a microSHIFT Advent X 10-speed wide-range 1x drivetrain (cleaner, simpler, wider gear range) and keeps the forgiving Marin hybrid geometry, step-thru frame, rack/fender mounts, and integrated kickstand mount. A reliable daily driver that'll go the distance.</p>
<h3>At a Glance</h3>
<ul>
  <li><strong>Frame:</strong> Series 1 6061 Aluminum, 700C Wheels, Step-Thru Design, Kickstand Mount, Fender &amp; Rack Mounts</li>
  <li><strong>Fork:</strong> Steel, Moto Blade, Disc Specific, Fender &amp; Rack Eyelets</li>
  <li><strong>Rear Derailleur:</strong> microSHIFT Advent X, 10-Speed Wide Range</li>
  <li><strong>Brakes:</strong> Clark's / Tektro Mechanical Disc, 160mm rotors</li>
  <li><strong>Tires:</strong> Vee Tire GPVee, 700C x 40mm, Flat Protection</li>
</ul>
<h3>Full Specifications</h3>
<table>
  <tbody>
    <tr>
      <td><strong>Frame</strong></td>
      <td>Series 1 6061 Aluminum, 700C Wheels, Step-Thru Design, Kickstand Mount, Fender &amp; Rack Mounts</td>
    </tr>
    <tr>
      <td><strong>Fork</strong></td>
      <td>Steel, Moto Blade, Disc Specific, Fender &amp; Rack Eyelets</td>
    </tr>
    <tr>
      <td><strong>Rear Derailleur</strong></td>
      <td>microSHIFT Advent X, 10-Speed Wide Range</td>
    </tr>
    <tr>
      <td><strong>Shifter</strong></td>
      <td>microSHIFT Advent X, 10-speed</td>
    </tr>
    <tr>
      <td><strong>Crankset</strong></td>
      <td>Forged Alloy, Steel Narrow-Wide 38T Chainring</td>
    </tr>
    <tr>
      <td><strong>Brakes</strong></td>
      <td>Clark's / Tektro Mechanical Disc, 160mm rotors</td>
    </tr>
    <tr>
      <td><strong>Tires</strong></td>
      <td>Vee Tire GPVee, 700C x 40mm, Flat Protection</td>
    </tr>
    <tr>
      <td><strong>Saddle</strong></td>
      <td>Marin Adventure Plush</td>
    </tr>
  </tbody>
</table>",Marin,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Comfort/Cruiser Bike,"Bike, Marin, Comfort/Cruiser Bike",TRUE,Active,737576002,843346125583,Size,Medium,,Color,Light Green,,,,,900.00,,582.08,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,https://marinbikes.com/cdn/shop/files/2025_MARIN_FAIRFAX_E_SILVER_SIDE.png?v=1753785175&width=500,1,Marin Kentfield ST 2 - ChainLine Cycle,,FALSE,Marin Kentfield ST 2 | Marin Bicycle,"Mid-Tier Casual Commuter Step-Thru · 700C The step-up Kentfield — same retro-modern style, with upgraded kit. Gets a microSHIFT Advent X 10-speed wide-range 1x drivetrain (cleaner, simpler, wider gear range) and keeps the forgiving Marin hybrid geometry, step-thru frame, rack/fender mounts, and inte",green; red,Sporting Goods > Outdoor Recreation > Cycling > Bicycles,Unisex,Adult (13+ years old),737576002,,,New,FALSE,,,,,
,marin-kentfield-st-2,,,,,,,,740849002,843346136961,,Medium,,,Red,,,,,900.00,,582.08,TRUE,,,,,,shopify,1,DENY,14000,g,TRUE,manual,,,,,,,,,,,,740849002,,,,,,,,,
